packet_count,byte_count,duration,avg_packet_size,bytes_per_second,packets_per_second,flow_duration,label
549.6714153011233,63993.55436586002,15.682214191518932,1114.62556264824,1917.8323970573044,22.430923957809696,41.145884933477646,0
486.1735698828815,59246.336829127686,2.048681417206523,642.8267016131778,2106.0466765370875,10.253141223387884,47.176480493066016,0
564.7688538100692,50596.303699201744,12.869099918981421,928.0740655095075,1503.3206502090247,9.748212713578999,11.067149218326799,0
652.3029856408025,43530.63222294426,3.529677146342175,1060.2214678383484,1492.0605865050109,23.69590247350784,85.7432454792893,0
476.5846625276664,56982.233136135896,49.54457130226441,1036.7669032645008,1305.7287230843945,22.535101360676784,251.6994064167091,0
476.58630430508197,53934.853854217494,88.51589955185996,1538.6067327960993,1199.864447748145,19.71302317462982,174.87648020663534,0
657.9212815507392,58951.932200277326,2.251939011973673,1069.9600049135815,1391.3586538897603,13.02275747622464,13.171957625085797,0
576.7434729152909,56351.718016819694,93.10968702206057,799.189080631598,2079.731253402065,16.460445296629622,124.94110147599328,0
453.05256140650476,60495.527153193354,22.180546481662834,980.9071505821854,1553.606242254058,18.68626626156748,73.14389444292121,0
554.2560043585964,44647.64788439432,10.68164028835806,644.7507333067097,2256.8072321155482,12.020530157129432,36.29131944281532,0
453.65823071875377,63173.94065634326,2.3992987421871623,983.8800501406479,2017.356874376281,16.304856709883836,46.671475256099676,0
453.4270246429743,51975.996046923996,20.83189490314181,833.3887885998482,1015.7478932809731,23.261651690883397,113.66748185485615,0
524.1962271566034,70752.60872625266,47.47154670592854,1183.0780551120324,2327.487792110845,27.136526821446083,39.2511600232199,0
308.6719755342202,43108.12181910432,36.83633573350949,890.0919450808931,2405.399322795855,17.90282623670725,28.028371516695803,0
327.5082167486967,67359.63803165249,1.5459368848813937,976.6468168409507,1503.0686625825733,23.78244177158049,40.783952790054876,0
443.77124707590275,51979.10783462648,2.2708747217475747,872.8884317191194,2210.0957714474957,10.429699647062664,51.92584895788406,0
398.71688796655764,43485.819963855516,15.468777936482631,1347.7702703706664,1571.7508812954006,23.297256205568058,12.574978806155318,0
531.4247332595273,45161.141659456785,10.49908828140147,935.7514467764177,2048.8351883741675,15.980257926362594,138.70223072406228,0
409.1975924478789,46796.5269180568,7.933982751976786,1366.5114086958404,1367.7507965225172,21.53672808353985,67.28589148653371,0
358.76962986647084,54241.65946401916,9.897005353665348,1162.8303524236533,1103.4467737327116,18.761237908801455,60.187586658302415,0
646.5648768921554,55228.35488035499,48.810150934701475,1096.4133454670773,1808.5914051935156,26.60207004891917,6.288055414230483,0
477.4223699513464,44262.99996061421,79.44877783630284,1073.746629463504,1938.1355268625819,15.62782175830041,55.60682412182491,0
506.7528204687924,49756.45407739017,15.580994525326009,1078.7594596432502,1801.160153192698,23.138031487809155,7.735537766466386,0
357.52518137865434,71422.70358611865,70.9692620472867,614.4654841308779,1407.9847208887204,18.60246268351733,4.918022368474784,0
445.5617275474817,67275.43170100711,11.635933921717486,944.2233211698486,1800.0504689344314,19.20847260995168,44.95904347516123,0
511.0922589709866,54363.23669674032,19.412936579685727,1169.0315942368643,2134.647376290367,19.08073053420395,30.928739438848236,0
384.90064225776973,50380.034781682,7.686626129183659,990.2205633051789,1977.5534849387316,15.771634477529435,53.32203247283657,0
537.5698018345672,51200.31326718261,30.689233859146338,718.962030639285,2091.250515299607,19.92950517046664,5.607377051651853,0
439.9361310081195,56135.17972730417,115.87001903928967,989.5191098845061,1664.9423997728836,19.68675888939089,33.83070472642747,0
470.8306250206723,39772.07434801594,27.75185477430288,1340.8211032510983,2585.85895735808,21.206201242033647,11.526803930512104,0
439.8293387770603,47426.23462576655,13.286322858200524,1249.378343106944,1411.9133317226097,20.42252572846431,261.03207770525546,0
685.2278184508938,33314.15926122411,31.308168554264515,987.5991981267937,2243.7801485433592,23.98997274806118,49.41588564099188,0
498.6502775262066,53992.23122605279,3.93473532756932,1190.2898554116173,2590.9455464799807,24.617543080236842,69.77692711348777,0
394.22890710441,56471.95939702741,65.85475306998919,926.6985959263897,2240.454046374448,14.746883390860994,23.619747316374752,0
582.2544912103189,45168.135377006256,20.98002546609704,659.2256826346562,1898.737886467585,24.343862502953854,5.971913095889271,0
377.9156350028978,65739.86763290034,17.899662357183054,815.106802374089,1735.8514766685105,14.068317864450728,223.46010933732603,0
520.8863595004756,37742.34336997659,26.446882816198812,1312.5777537016395,2518.043825523128,22.939279440688676,20.234110627366366,0
304.03298761202245,35356.2511979018,29.40759159455481,945.2013836341391,1288.5125373691635,23.098693923514343,33.078879712257105,0
367.1813951101569,52244.51818559972,2.234459617669949,951.3232041249964,1514.9378698101782,10.443415541687479,62.96600429546531,0
519.6861235869123,60470.98302612155,34.4294018857314,940.0323607450239,1801.2211172541392,20.46489623264705,1.5004435353934027,0
573.8466579995411,66839.27691457869,8.309452976745314,1380.8273179146013,2618.826878755999,17.65751943319842,99.725758951939,0
517.1368281189971,45411.1573713106,37.547935838086005,1325.1917830724126,2189.883818020448,16.206173710323124,46.14705617896027,0
488.4351717611759,60786.808334312955,51.86942141945157,1443.7560466896268,1515.9771207448773,26.75426165349503,19.5618599074418,0
469.8896304410711,49614.91530499293,48.882868379864384,968.1909579199897,1844.846147307548,16.731604296812904,3.8152494693168313,0
352.1478009632573,48273.7270005918,24.122427092247076,1059.124897749419,1692.8384279518527,15.96811535440975,10.639927398833349,0
428.0155791605291,58836.599374866724,22.029695401398907,696.6714901158418,1645.1055038832324,20.378474700025468,135.24704676591278,0
453.93612290402126,56523.2287841342,4.625179048927527,1295.3868852236549,2489.4447792783894,23.42794873149208,69.5063665405475,0
605.7122226218916,34236.078430157504,44.795835229122844,766.444089746413,1314.1284353682472,19.291757069949366,17.253062593140335,0
534.3618289568461,64765.40349725896,9.499298073258196,1043.3551127525259,2804.3904278671866,25.831852728346263,4.071089133412297,0
323.69598446372663,63800.91354147452,20.596793126991678,780.5394944734312,2414.1148450923115,22.654878309820454,70.3901899591019,0
532.4083969394795,43744.37298490471,10.033739899912263,882.2266346522608,2545.430835301849,9.108943401342849,50.97511009243279,0
461.49177195836836,53958.03533437409,4.310165847218886,832.54751379006,1768.5302439873708,17.35266518246496,31.103200643278768,0
432.30779996940413,54940.301862827386,29.79172720427767,878.4249478648364,1925.0296404604453,17.190789503241504,27.11675839420149,0
561.1676288840868,52606.73765823907,1.675912791777491,892.1754593702043,1283.424092737644,22.39680476714711,14.663124937493993,0
603.099952249595,44496.9484615458,41.42669783754241,890.3462410149846,1737.6687964665985,6.87591471812944,66.44911844035018,0
593.1280119116199,43283.766320619485,11.463597976616896,1166.6667823560615,2246.8274238215754,32.74504854358861,211.744629378745,0
416.07824767773616,49744.45929008555,0.004041062292080211,779.027441387496,2648.0315308906984,22.65513047447105,11.594353999761585,0
469.07876241487855,61727.290192593646,21.469707384133358,1044.1082854027734,1446.4215915987743,20.744384019588455,54.54648831629469,0
533.1263431403564,55436.001545944324,1.4395497708375653,1243.5918304611116,1817.247031507367,25.90783858209573,33.118136834617815,0
